00188_940128_fa , 1.306809 , 1.792603 , 3.020401 , 1.717936 , 2.23809 , 1.514243 , 0.377245 , 0.264708 , 0.358112 , 0.660396
00189_940128_fa_a , 1.532132 , 1.48963 , 2.032844 , 1.97459 , 2.083154 , 2.043745 , 0.305734 , 0.292616 , 0.401677 , 0.489298
00190_940128_fa , 1.492693 , 1.430316 , 2.271034 , 2.185268 , 2.223977 , 2.164169 , 0.312022 , 0.278566 , 0.411535 , 0.462071
00191_940128_fa , 1.261415 , 1.905493 , 2.538699 , 1.592388 , 1.910875 , 1.397686 , 0.382095 , 0.275766 , 0.344213 , 0.715468
00195_940128_fa , 1.58604 , 1.315888 , 2.116777 , 2.377585 , 1.791469 , 1.941264 , 0.327532 , 0.242115 , 0.432004 , 0.515128
00196_940128_fa , 1.524554 , 1.543456 , 2.407841 , 1.85813 , 2.819979 , 2.363274 , 0.324873 , 0.286031 , 0.39331 , 0.423142
00197_940128_fa , 1.333036 , 1.673277 , 3.348474 , 1.895243 , 1.806574 , 1.20122 , 0.339061 , 0.287323 , 0.374189 , 0.832487
00198_940128_fa , 1.171113 , 1.857265 , 1.899446 , 1.833842 , 1.986677 , 1.941525 , 0.366985 , 0.2892 , 0.352417 , 0.515059
00199_940128_fa , 1.40786 , 1.743427 , 2.163118 , 1.653954 , 2.170456 , 1.820513 , 0.343452 , 0.292695 , 0.364829 , 0.549296
00200_940128_fa , 1.695507 , 1.471603 , 2.00881 , 1.802446 , 1.912609 , 1.780474 , 0.291942 , 0.303787 , 0.404717 , 0.561648
00201_940128_fa , 1.698741 , 1.428799 , 2.300753 , 1.89026 , 2.030663 , 1.777245 , 0.29664 , 0.291912 , 0.411874 , 0.562669
00202_940128_fa , 1.364749 , 1.450532 , 1.977649 , 2.372266 , 2.090756 , 2.368685 , 0.335394 , 0.258607 , 0.408386 , 0.422175
00203_940128_fa , 1.634432 , 1.40593 , 1.137868 , 2.026913 , 2.165984 , 3.064733 , 0.329358 , 0.255474 , 0.415967 , 0.326293
00204_940128_fa_a , 1.397719 , 1.710077 , 2.155659 , 1.714395 , 2.244503 , 1.930885 , 0.311511 , 0.320116 , 0.368998 , 0.517897
00205_940128_fa , 1.361745 , 1.917271 , 3.403186 , 1.464225 , 2.622161 , 1.467216 , 0.343136 , 0.317376 , 0.342896 , 0.681563
00206_940128_fa_a , 1.544737 , 1.515062 , 1.650521 , 1.891326 , 2.449659 , 2.667609 , 0.323113 , 0.280713 , 0.3985 , 0.374868
00207_940128_fa , 1.503961 , 1.593209 , 2.339884 , 1.792114 , 1.663291 , 1.390111 , 0.32209 , 0.292927 , 0.385798 , 0.719367
00208_940128_fa , 1.704149 , 1.450259 , 1.739295 , 1.834989 , 1.865199 , 1.928043 , 0.284886 , 0.308163 , 0.40882 , 0.518661
00209_940128_fa , 1.669393 , 1.317949 , 1.279328 , 2.202503 , 2.352286 , 3.300432 , 0.295012 , 0.276044 , 0.431417 , 0.302991
00210_940422_fa , 1.90287 , 1.398669 , 2.28703 , 1.746523 , 3.039421 , 2.539157 , 0.284561 , 0.299092 , 0.417045 , 0.393831
00211_940128_fa , 1.42036 , 1.57335 , 2.240993 , 1.958766 , 1.863907 , 1.700782 , 0.323653 , 0.287959 , 0.388642 , 0.587965
00212_940128_fa_a , 1.273026 , 1.684407 , 2.06578 , 1.978023 , 1.818646 , 1.767063 , 0.362739 , 0.266861 , 0.372759 , 0.565911
00213_940128_fa , 1.611826 , 1.45566 , 1.956009 , 1.936803 , 1.839868 , 1.828642 , 0.3262 , 0.266889 , 0.407265 , 0.546854
00214_940128_fa , 1.574034 , 1.655858 , 2.084088 , 1.600684 , 2.199062 , 1.854342 , 0.327044 , 0.297613 , 0.376982 , 0.539275
00215_940128_fa_a , 1.610918 , 1.368079 , 1.703364 , 2.161769 , 1.74993 , 2.047863 , 0.292138 , 0.289251 , 0.422553 , 0.488314
00216_940128_fa , 1.397421 , 1.592852 , 2.254425 , 1.947905 , 1.949552 , 1.764703 , 0.31356 , 0.301104 , 0.385676 , 0.566667
00217_940128_fa_a , 1.554175 , 1.486914 , 1.827577 , 1.946642 , 1.730589 , 1.795736 , 0.320514 , 0.277822 , 0.402394 , 0.556875
00218_940128_fa , 1.321946 , 1.724196 , 2.274134 , 1.802776 , 2.098037 , 1.799324 , 0.344949 , 0.290215 , 0.367091 , 0.555764
00219_940128_fa_a , 1.294645 , 1.696534 , 2.654655 , 1.91419 , 1.860923 , 1.483997 , 0.349059 , 0.281763 , 0.370847 , 0.673856
00220_940128_fa , 1.568017 , 1.511051 , 1.741979 , 1.86895 , 1.665546 , 1.742197 , 0.308076 , 0.294204 , 0.398286 , 0.573988
00221_940128_fa , 1.619431 , 1.440808 , 1.737532 , 1.961508 , 2.120455 , 2.291826 , 0.306748 , 0.284958 , 0.410446 , 0.436333
00222_940128_fa , 1.419612 , 1.489282 , 1.697701 , 2.155349 , 1.691696 , 1.982186 , 0.335258 , 0.263784 , 0.402105 , 0.504493
00223_940128_fa , 1.599334 , 1.412929 , 2.125496 , 2.059699 , 1.618644 , 1.583881 , 0.290281 , 0.29546 , 0.414558 , 0.63136
00224_940128_fa , 1.482448 , 1.593335 , 2.221364 , 1.816562 , 2.118008 , 1.849893 , 0.33053 , 0.290448 , 0.386591 , 0.540572
00225_940128_fa_a , 1.467564 , 1.572423 , 1.72137 , 1.884507 , 2.164155 , 2.289382 , 0.309584 , 0.3023 , 0.389015 , 0.436799
00227_940128_fa , 1.502205 , 1.514977 , 2.068069 , 1.957643 , 1.628244 , 1.568832 , 0.309623 , 0.29353 , 0.397618 , 0.637417
00228_940128_fa_a , 1.440438 , 1.53629 , 1.660662 , 2.007864 , 2.290148 , 2.587649 , 0.342384 , 0.263632 , 0.394462 , 0.386451
00229_940128_fa , 1.448049 , 1.566539 , 1.707014 , 1.929457 , 2.102893 , 2.275377 , 0.351248 , 0.259328 , 0.38963 , 0.439488
00230_940128_fa , 1.469871 , 1.443967 , 2.298521 , 2.2 , 1.706475 , 1.656951 , 0.345487 , 0.246335 , 0.409193 , 0.603518
00231_940128_fa , 1.593458 , 1.489415 , 2.233005 , 1.886173 , 2.684066 , 2.396149 , 0.335482 , 0.26337 , 0.401735 , 0.417336
00233_940128_fa_a , 1.511389 , 1.398584 , 1.590174 , 2.252131 , 1.584765 , 1.992112 , 0.326181 , 0.257072 , 0.416914 , 0.50198
00234_940128_fa , 1.215287 , 1.734281 , 1.852308 , 1.99996 , 2.076115 , 2.185146 , 0.356593 , 0.278243 , 0.365732 , 0.457635
00235_940128_fa , 1.6069 , 1.607136 , 2.487617 , 1.640917 , 2.88212 , 2.17537 , 0.323819 , 0.298919 , 0.385343 , 0.459692
00236_940128_fa_a , 1.804888 , 1.393483 , 1.565897 , 1.850412 , 2.213443 , 2.459826 , 0.267522 , 0.316166 , 0.417804 , 0.406533
00237_940128_fa , 1.482026 , 1.372028 , 1.900665 , 2.398582 , 1.904465 , 2.229287 , 0.316184 , 0.262981 , 0.422111 , 0.448574
00238_940128_fa , 1.475637 , 1.655709 , 2.090964 , 1.713247 , 3.008829 , 2.633078 , 0.337763 , 0.285929 , 0.376587 , 0.379784
00239_940128_fa , 1.304342 , 1.683026 , 2.899204 , 1.919992 , 2.186882 , 1.636934 , 0.356686 , 0.276522 , 0.373317 , 0.610898
00241_940128_fa_a , 1.22398 , 1.794102 , 1.887239 , 1.856495 , 2.571786 , 2.543499 , 0.372174 , 0.273614 , 0.358389 , 0.393159
00242_940128_fa , 1.463902 , 1.605515 , 1.904514 , 1.816071 , 2.406605 , 2.333775 , 0.326447 , 0.293134 , 0.383991 , 0.42849
00243_940128_fa , 1.267149 , 1.799196 , 2.341278 , 1.770771 , 2.145958 , 1.780132 , 0.360308 , 0.283163 , 0.357362 , 0.561756
00244_940128_fa , 1.172045 , 1.953044 , 2.768913 , 1.682989 , 2.156149 , 1.534649 , 0.378962 , 0.282617 , 0.338715 , 0.651615
00245_940128_fa , 1.26235 , 1.93702 , 2.285614 , 1.564379 , 2.314903 , 1.806936 , 0.349365 , 0.311243 , 0.340732 , 0.553423
00246_940128_fa , 1.288986 , 1.76776 , 2.199639 , 1.787033 , 2.269267 , 1.975857 , 0.352033 , 0.288259 , 0.361796 , 0.50611
00247_941121_fa , 1.523111 , 1.359823 , 1.874867 , 2.354822 , 1.617978 , 1.887774 , 0.316291 , 0.260801 , 0.423761 , 0.529724
00248_940128_fa , 1.401468 , 1.545706 , 2.014029 , 2.050086 , 1.510922 , 1.531913 , 0.350339 , 0.257277 , 0.392876 , 0.652778
00249_940128_fa_a , 1.538682 , 1.404948 , 1.669573 , 2.18269 , 1.602504 , 1.912516 , 0.329853 , 0.254716 , 0.41599 , 0.522871
00250_940128_fa , 1.390435 , 1.738461 , 1.909685 , 1.684718 , 2.185265 , 2.016852 , 0.324392 , 0.311958 , 0.365427 , 0.495822
00251_940128_fa , 1.116733 , 1.66277 , 1.586203 , 2.449082 , 1.655767 , 2.208845 , 0.406326 , 0.219379 , 0.375552 , 0.452725
00252_940128_fa_a , 1.391475 , 1.478988 , 1.752532 , 2.259048 , 1.616714 , 1.91342 , 0.357284 , 0.239787 , 0.403624 , 0.522624
00253_940128_fa , 1.572355 , 1.389932 , 2.058354 , 2.166615 , 1.611111 , 1.667999 , 0.304974 , 0.277078 , 0.418449 , 0.599521
00254_940128_fa , 1.186767 , 1.856447 , 2.256131 , 1.814402 , 2.072665 , 1.790854 , 0.387533 , 0.262593 , 0.350148 , 0.558393
00255_940128_fa , 1.424227 , 1.69208 , 1.726572 , 1.706301 , 2.015935 , 2.000362 , 0.331259 , 0.297894 , 0.371513 , 0.499909
00256_940928_fa , 1.309359 , 2.214505 , 2.062392 , 1.209973 , 3.54927 , 2.561527 , 0.349767 , 0.341127 , 0.31121 , 0.390392
00257_940128_fa , 1.647757 , 1.246913 , 1.811755 , 2.509783 , 1.459328 , 1.821448 , 0.270169 , 0.285685 , 0.445216 , 0.549014
00258_940128_fa , 1.349858 , 1.576092 , 1.768715 , 2.083505 , 1.896931 , 2.112531 , 0.380073 , 0.232084 , 0.388277 , 0.473366
00259_940128_fa , 1.416645 , 1.466983 , 2.000806 , 2.240335 , 1.502104 , 1.621704 , 0.340909 , 0.254572 , 0.405357 , 0.616635
00260_940128_fa , 1.359059 , 1.936266 , 2.011209 , 1.44461 , 2.481972 , 2.015802 , 0.355678 , 0.304024 , 0.340617 , 0.49608
00261_940128_fa , 1.493057 , 1.54948 , 2.209689 , 1.892868 , 2.626868 , 2.365963 , 0.307827 , 0.300032 , 0.392298 , 0.422661
00262_940128_fa , 1.431326 , 1.722394 , 2.605613 , 1.652575 , 2.57411 , 1.892848 , 0.346358 , 0.287826 , 0.36734 , 0.528304
00263_940128_fa , 1.635227 , 1.505625 , 2.519538 , 1.793349 , 1.687332 , 1.338721 , 0.311533 , 0.290774 , 0.399265 , 0.746982
00264_940128_fa , 1.749406 , 1.324467 , 2.269398 , 2.081314 , 1.871222 , 1.763202 , 0.288405 , 0.282107 , 0.430247 , 0.56715
00265_940128_fa , 1.404813 , 1.698079 , 2.811855 , 1.732877 , 3.632987 , 2.603497 , 0.343691 , 0.287139 , 0.371233 , 0.384099
00266_940128_fa , 1.39378 , 1.686983 , 2.034661 , 1.771149 , 2.50407 , 2.286379 , 0.351073 , 0.277145 , 0.372165 , 0.437373
00267_940128_fa , 1.251262 , 1.674228 , 2.358892 , 2.055873 , 2.262907 , 2.058571 , 0.3335 , 0.292617 , 0.373972 , 0.485774
00268_940519_fa , 1.408401 , 1.607816 , 1.974738 , 1.901162 , 1.84926 , 1.80198 , 0.348787 , 0.270069 , 0.384134 , 0.554945
00269_940422_fa , 1.436322 , 1.336371 , 1.861286 , 2.639951 , 1.258095 , 1.59825 , 0.332698 , 0.239395 , 0.428022 , 0.625684
00270_940422_fa , 1.340132 , 1.483627 , 2.053555 , 2.363658 , 1.924509 , 2.117156 , 0.359099 , 0.238787 , 0.402641 , 0.472332
00271_940422_fa , 1.354321 , 1.354549 , 1.510008 , 2.803973 , 1.434485 , 2.1734 , 0.334405 , 0.242565 , 0.42512 , 0.460109
00272_940422_fa , 1.533743 , 1.682935 , 2.392405 , 1.599443 , 2.121969 , 1.623789 , 0.323273 , 0.304202 , 0.372749 , 0.615844
00273_940422_fa , 1.59344 , 1.203843 , 1.573223 , 2.819489 , 1.346842 , 1.997412 , 0.225783 , 0.321006 , 0.454059 , 0.500648
00275_940422_fa , 1.36621 , 1.67716 , 1.751433 , 1.823266 , 2.318912 , 2.378509 , 0.343408 , 0.287701 , 0.37486 , 0.420431
00276_940422_fa , 1.498606 , 1.39116 , 1.761082 , 2.302311 , 1.779351 , 2.126345 , 0.307111 , 0.274996 , 0.418365 , 0.47029
00278_940422_fa , 1.635962 , 1.320327 , 2.034386 , 2.265924 , 2.326235 , 2.505077 , 0.27467 , 0.296355 , 0.431036 , 0.399189
00279_940422_fa , 1.555804 , 1.516697 , 2.108299 , 1.879142 , 1.582334 , 1.465654 , 0.324595 , 0.27817 , 0.397419 , 0.682289
00280_940422_fa , 1.739498 , 1.266693 , 1.98232 , 2.273283 , 2.262002 , 2.480482 , 0.304054 , 0.255824 , 0.441924 , 0.403147
00281_940422_fa , 1.387683 , 1.634456 , 2.287198 , 1.8779 , 2.193954 , 1.919153 , 0.343991 , 0.276519 , 0.379587 , 0.521063
00282_940422_fa , 1.446202 , 1.472336 , 2.107207 , 2.165607 , 1.634395 , 1.664541 , 0.31111 , 0.284492 , 0.404503 , 0.600766
00283_940307_fa , 1.486769 , 1.477368 , 1.655863 , 2.072426 , 1.843474 , 2.127738 , 0.347504 , 0.251518 , 0.404745 , 0.469983
00284_940422_fa , 1.510899 , 1.529744 , 2.132688 , 1.912636 , 1.902475 , 1.768719 , 0.344748 , 0.260179 , 0.395301 , 0.565381
00285_940422_fa , 1.577267 , 1.201223 , 2.041727 , 2.879787 , 1.653548 , 2.109365 , 0.31809 , 0.227738 , 0.454353 , 0.474076
00286_940422_fa , 1.75733 , 1.319907 , 1.734205 , 2.07593 , 1.802939 , 2.02804 , 0.288743 , 0.280519 , 0.431287 , 0.493087
00287_940422_fa , 1.299322 , 1.567532 , 1.657944 , 2.216034 , 1.567592 , 1.896084 , 0.370925 , 0.239749 , 0.389539 , 0.527403
00288_940422_fa , 1.267316 , 1.904538 , 2.338896 , 1.603571 , 2.269382 , 1.770511 , 0.356893 , 0.299114 , 0.344343 , 0.564809
00289_940422_fa , 1.381677 , 1.447687 , 1.380985 , 2.368242 , 1.478408 , 2.088211 , 0.352954 , 0.238776 , 0.408587 , 0.478879
00290_940422_fa , 1.519304 , 1.405908 , 2.163581 , 2.212002 , 1.495419 , 1.517043 , 0.280979 , 0.306141 , 0.416518 , 0.659177
00291_940422_fa , 1.467978 , 1.483441 , 1.768448 , 2.09475 , 1.845135 , 2.062288 , 0.346555 , 0.251131 , 0.402827 , 0.484898
00292_940422_fa , 1.709042 , 1.381462 , 2.16035 , 1.98994 , 1.974364 , 1.865274 , 0.282066 , 0.298858 , 0.41991 , 0.536114
00293_940422_fa , 1.431851 , 1.392717 , 1.774618 , 2.443764 , 1.465796 , 1.815531 , 0.309196 , 0.27293 , 0.417947 , 0.550803
00294_940422_fa , 1.426441 , 1.470065 , 2.01891 , 2.210693 , 1.594777 , 1.690488 , 0.30125 , 0.295882 , 0.405041 , 0.591545
00295_940422_fa , 1.769315 , 1.298533 , 1.763609 , 2.133075 , 1.804111 , 2.045278 , 0.287672 , 0.278358 , 0.435065 , 0.488931
00296_940422_fa , 1.328631 , 1.725925 , 2.151045 , 1.799258 , 1.856845 , 1.647433 , 0.356001 , 0.277523 , 0.367048 , 0.607005
00297_940422_fa , 1.301341 , 1.657997 , 1.93745 , 1.986291 , 1.839172 , 1.868658 , 0.313352 , 0.310798 , 0.376412 , 0.535143
00298_940422_fa , 1.423585 , 1.45355 , 2.141717 , 2.264045 , 1.523634 , 1.580031 , 0.340399 , 0.253339 , 0.408031 , 0.632899
00299_940422_fa , 1.709732 , 1.172824 , 1.607953 , 2.693414 , 1.469878 , 2.081624 , 0.293013 , 0.247138 , 0.460477 , 0.480394
00300_940422_fa , 1.581835 , 1.284846 , 2.501148 , 2.494221 , 1.740724 , 1.736692 , 0.29313 , 0.269283 , 0.437668 , 0.575807
00301_940422_fa , 1.494512 , 1.403946 , 1.979278 , 2.271061 , 1.356899 , 1.489626 , 0.262145 , 0.322339 , 0.416058 , 0.67131
00302_940422_fa , 1.235365 , 1.727653 , 2.433795 , 1.970597 , 1.958809 , 1.694701 , 0.328368 , 0.305351 , 0.366638 , 0.590075
00303_940422_fa , 1.613531 , 1.273189 , 1.805912 , 2.477828 , 1.544344 , 1.914042 , 0.28608 , 0.275057 , 0.440065 , 0.522455
00304_940422_fa , 1.412923 , 1.471298 , 1.664675 , 2.234472 , 1.726232 , 2.095373 , 0.353355 , 0.242403 , 0.40476 , 0.477242
00305_940422_fa , 1.260172 , 1.708058 , 2.727059 , 1.956927 , 2.060316 , 1.634158 , 0.330031 , 0.302536 , 0.369563 , 0.611936
00306_940422_fa , 1.415704 , 1.569333 , 1.667496 , 1.975374 , 1.935229 , 2.15611 , 0.341572 , 0.269583 , 0.389347 , 0.463798
00307_940422_fa , 1.221254 , 1.779595 , 2.063247 , 1.892356 , 2.774492 , 2.608586 , 0.370983 , 0.270109 , 0.359918 , 0.383349
00308_940422_fa , 1.529053 , 1.413967 , 1.938926 , 2.150667 , 2.214408 , 2.375763 , 0.333317 , 0.257239 , 0.414426 , 0.420917
00309_940422_fa , 1.453044 , 1.526227 , 2.272466 , 2.010815 , 1.921439 , 1.769149 , 0.354106 , 0.251175 , 0.396316 , 0.565244
00310_940422_fa , 1.318934 , 1.775069 , 1.943427 , 1.725165 , 2.30638 , 2.132166 , 0.362158 , 0.278467 , 0.360894 , 0.469007
00311_940422_fa , 1.330571 , 1.85895 , 2.323385 , 1.579453 , 2.576753 , 1.99829 , 0.332815 , 0.318561 , 0.35024 , 0.500428
00312_940422_fa , 1.711903 , 1.286449 , 2.168481 , 2.254841 , 1.580025 , 1.622416 , 0.254284 , 0.308561 , 0.437441 , 0.616365
00313_940422_fa , 1.21579 , 1.954041 , 2.451944 , 1.609424 , 2.563691 , 1.9375 , 0.375807 , 0.286122 , 0.338539 , 0.516129
00314_940422_fa , 1.257049 , 1.754927 , 2.075578 , 1.868693 , 2.22305 , 2.073017 , 0.353556 , 0.285316 , 0.363092 , 0.482389
00315_940422_fa , 1.403782 , 1.616858 , 1.697059 , 1.892593 , 2.08604 , 2.23692 , 0.326724 , 0.291436 , 0.382252 , 0.447043
00316_940422_fa , 1.608157 , 1.422799 , 2.430042 , 2.01221 , 1.765611 , 1.539391 , 0.305577 , 0.28245 , 0.413208 , 0.649607
00317_940422_fa , 1.425243 , 1.579402 , 2.206855 , 1.936623 , 2.682187 , 2.452335 , 0.313269 , 0.300043 , 0.387838 , 0.407775
00318_940422_fa , 1.785309 , 1.217179 , 2.195904 , 2.372848 , 2.214074 , 2.336139 , 0.281872 , 0.26779 , 0.451271 , 0.428057
00319_940422_fa , 1.547886 , 1.575566 , 2.106976 , 1.770676 , 2.308621 , 2.058811 , 0.324029 , 0.28779 , 0.388265 , 0.485717
00320_940422_fa , 1.445683 , 1.502341 , 1.969564 , 2.058437 , 1.731682 , 1.773644 , 0.350635 , 0.2537 , 0.401969 , 0.563811
00321_940422_fa , 1.451816 , 1.392508 , 1.491531 , 2.393678 , 1.529604 , 2.078418 , 0.317186 , 0.266196 , 0.418808 , 0.481135
00322_940422_fa , 1.45573 , 1.344958 , 1.405279 , 2.561463 , 1.482124 , 2.194888 , 0.332002 , 0.242294 , 0.426515 , 0.455604
00323_940422_fa , 1.49109 , 1.437146 , 1.864587 , 2.178848 , 1.802982 , 2.000991 , 0.326488 , 0.263328 , 0.41032 , 0.499752
00324_940422_fa , 1.266352 , 1.775042 , 2.342125 , 1.810684 , 2.690531 , 2.264722 , 0.363645 , 0.276915 , 0.360869 , 0.441555
00325_940422_fa , 1.321456 , 1.974813 , 2.094503 , 1.439795 , 3.173622 , 2.503223 , 0.350348 , 0.313758 , 0.336156 , 0.399485
00326_940422_fa , 1.432304 , 1.59808 , 2.358299 , 1.851066 , 3.756644 , 3.178389 , 0.336484 , 0.282175 , 0.387122 , 0.314625
00327_940422_fa , 1.382919 , 1.46352 , 1.628883 , 2.322808 , 1.58238 , 1.999817 , 0.331988 , 0.262782 , 0.405979 , 0.500046
00328_940422_fa , 1.364983 , 1.743558 , 2.091938 , 1.70629 , 1.956807 , 1.708983 , 0.343848 , 0.291754 , 0.364508 , 0.585143
00329_940422_fa , 1.76779 , 1.133304 , 1.898952 , 2.753887 , 1.8167 , 2.345261 , 0.290924 , 0.241368 , 0.469519 , 0.426392
00330_940422_fa , 1.274746 , 1.808651 , 2.212921 , 1.740609 , 2.892689 , 2.454821 , 0.351665 , 0.293006 , 0.356427 , 0.407362
00331_940422_fa , 1.437681 , 1.579625 , 2.020748 , 1.915938 , 1.991994 , 1.921499 , 0.3687 , 0.243922 , 0.387786 , 0.520427
00332_940422_fa , 1.541882 , 1.528474 , 2.181698 , 1.87165 , 2.188752 , 1.976288 , 0.270458 , 0.334231 , 0.395576 , 0.505999
00333_940422_fa , 1.493836 , 1.541096 , 2.196834 , 1.9111 , 2.408441 , 2.190801 , 0.324878 , 0.282353 , 0.393799 , 0.456454
00334_940422_fa , 1.431294 , 1.532285 , 2.127327 , 2.035373 , 1.830172 , 1.775704 , 0.348963 , 0.256439 , 0.395066 , 0.563157
00335_940422_fa , 1.606849 , 1.200635 , 1.611447 , 2.798704 , 1.292803 , 1.878727 , 0.299732 , 0.246993 , 0.455122 , 0.532275
00336_940422_fa , 1.472121 , 1.398029 , 1.852851 , 2.333346 , 2.100069 , 2.453576 , 0.340798 , 0.243126 , 0.417274 , 0.407568
00337_940422_fa , 1.52562 , 1.398197 , 1.74827 , 2.226109 , 2.163765 , 2.540412 , 0.309822 , 0.274091 , 0.417451 , 0.393637
00338_940422_fa , 1.875728 , 1.14234 , 1.356182 , 2.514201 , 1.847879 , 2.75478 , 0.259212 , 0.275179 , 0.467205 , 0.363005
00339_940422_fa , 1.468816 , 1.491595 , 2.169912 , 2.072361 , 1.89612 , 1.838037 , 0.338464 , 0.26077 , 0.401425 , 0.544059
00340_940422_fa , 1.325604 , 1.624924 , 1.738219 , 2.012534 , 1.491032 , 1.639672 , 0.37911 , 0.240604 , 0.381321 , 0.609878
00341_940422_fa , 1.349269 , 1.883114 , 2.603282 , 1.521086 , 2.369939 , 1.65753 , 0.358726 , 0.294974 , 0.346847 , 0.603307
00342_940422_fa , 1.19164 , 1.825687 , 2.315748 , 1.863844 , 1.84255 , 1.591638 , 0.379973 , 0.266392 , 0.353966 , 0.628284
00343_940422_fa , 1.237381 , 1.839083 , 2.202105 , 1.751301 , 1.884386 , 1.617807 , 0.366737 , 0.282465 , 0.352798 , 0.618121
00344_940422_fa , 1.222925 , 1.912537 , 2.481824 , 1.659853 , 2.081499 , 1.590297 , 0.358222 , 0.298845 , 0.343395 , 0.628814
00345_940422_fa , 1.363252 , 1.58756 , 1.823225 , 2.027684 , 1.861399 , 1.993376 , 0.35145 , 0.263304 , 0.386623 , 0.501661
00346_940422_fa , 1.413632 , 1.534232 , 1.720022 , 2.060407 , 2.25531 , 2.534193 , 0.339425 , 0.266926 , 0.395129 , 0.394603
